Linha,Código do PED,Endereço,Latitude,Longitude
110 - Destino Clóvis Alvim,143,R. Chácara Fernando Jardim - HCC,"-19,61971","-43,22164"
110 - Destino Clóvis Alvim,16,"Av. Cauê, 598","-19,6121","-43,22194"
110 - Destino Clóvis Alvim,80,"Av. João Soares Da Silva, 1322","-19,611837","-43,22309"
110 - Destino Clóvis Alvim,79,"Av. João Soares Da Silva, 1034","-19,611944","-43,228151"
110 - Destino Clóvis Alvim,82,"Av. João Soares Da Silva, 354","-19,61537","-43,22727"
110 - Destino Clóvis Alvim,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
110 - Destino Clóvis Alvim,5,"Av. Carlos Drumond De Andrade, 350","-19,61986","-43,22456"
110 - Destino Clóvis Alvim,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
110 - Destino Clóvis Alvim,685,"R. José Isidoro, 204","-19,62847","-43,22214"
110 - Destino Clóvis Alvim,681,Tv. Suzinha De Sá Martins,"-19,62932","-43,22411"
110 - Destino Clóvis Alvim,679,"R. Armindo Costa Lage, 244","-19,63018","-43,22525"
110 - Destino Clóvis Alvim,678,"R. Armindo Costa Lage, 98","-19,63094","-43,22625"
110 - Destino Clóvis Alvim,275,"R. Pref. Virgilino Quintão, 352","-19,6334","-43,22633"
110 - Destino Clóvis Alvim,221,"R. José Gregório Da Cruz, 108","-19,63525","-43,22499"
110 - Destino Clóvis Alvim,648,"R. Rita Neves, 50","-19,63621","-43,22459"
110 - Destino Clóvis Alvim,645,R. Rita Neves - Praça Novo Amazonas,"-19,63791","-43,2258"
110 - Destino Clóvis Alvim,644,"R. Dr. Juvenil Duarte Braga, 432","-19,63989","-43,22657"
110 - Destino Clóvis Alvim,641,"R. Prof. Maria Antônieta Betônico, 291","-19,63999","-43,22684"
110 - Destino Clóvis Alvim,639,"R. Prof. Maria Antônieta Betônico, 45","-19,63801","-43,22778"
110 - Destino Clóvis Alvim,638,"R. Santa Catarina, 458","-19,63813","-43,22945"
110 - Destino Clóvis Alvim,636,"R. Mato Grosso, 1075","-19,63918","-43,2292"
110 - Destino Clóvis Alvim,633,"R. Mato Grosso, 859","-19,64112","-43,22846"
110 - Destino Clóvis Alvim,631,"Av. Brasil, 883","-19,64219","-43,22799"
110 - Destino Clóvis Alvim,630,"Av. Brasil, 1063","-19,64264","-43,22888"
110 - Destino Clóvis Alvim,882,R. Virgílio José Gazire,"-19,6437698","-43,2279852"
110 - Destino Clóvis Alvim,573,"R. José Evangelista Lage, 56","-19,64422","-43,22752"
110 - Clovis Alvim Destino Hospital Carlos Chagas,573,"R. José Evangelista Lage, 56","-19,64422","-43,22752"
110 - Clovis Alvim Destino Hospital Carlos Chagas,572,"R. Francisco José Da Silva, 17","-19,64316","-43,22869"
110 - Clovis Alvim Destino Hospital Carlos Chagas,629,"Av. Brasil, 1080","-19,64285","-43,22879"
110 - Clovis Alvim Destino Hospital Carlos Chagas,632,"Av. Brasil, 1062","-19,64231","-43,22783"
110 - Clovis Alvim Destino Hospital Carlos Chagas,634,"R. Mato Grosso, 860","-19,64113","-43,22831"
110 - Clovis Alvim Destino Hospital Carlos Chagas,635,"R. Mato Grosso, 1070","-19,6391","-43,22909"
110 - Clovis Alvim Destino Hospital Carlos Chagas,637,"R. Santa Catarina, 559","-19,63825","-43,22938"
110 - Clovis Alvim Destino Hospital Carlos Chagas,640,"R. Prof. Maria Antônieta Betônico, 60","-19,63822","-43,22777"
110 - Clovis Alvim Destino Hospital Carlos Chagas,642,"R. Prof. Maria Antônieta Betônico, 304","-19,63995","-43,22702"
110 - Clovis Alvim Destino Hospital Carlos Chagas,643,"R. Dr. Juvenil Duarte Braga, 441","-19,63993","-43,22645"
110 - Clovis Alvim Destino Hospital Carlos Chagas,646,"R. Rita Neves, 324","-19,638","-43,22569"
110 - Clovis Alvim Destino Hospital Carlos Chagas,647,"R. Rita Neves, 55","-19,63629","-43,22452"
110 - Clovis Alvim Destino Hospital Carlos Chagas,649,"R. José Gregório Da Cruz, 246","-19,63618","-43,2242"
110 - Clovis Alvim Destino Hospital Carlos Chagas,222,"R. José Gregório Da Cruz, 420","-19,63781","-43,22308"
110 - Clovis Alvim Destino Hospital Carlos Chagas,273,"R. Pref. Virgilino Quintão, 1160","-19,63745","-43,22286"
110 - Clovis Alvim Destino Hospital Carlos Chagas,279,"R. Pref. Virgilino Quintão, 792","-19,63553","-43,22318"
110 - Clovis Alvim Destino Hospital Carlos Chagas,277,"R. Pref. Virgilino Quintão, 577","-19,63479","-43,2249"
110 - Clovis Alvim Destino Hospital Carlos Chagas,70,"Av. Ipiranga, 55","-19,63302","-43,22556"
110 - Clovis Alvim Destino Hospital Carlos Chagas,683,"R. Presidente Costa e Silva, 80","-19,63092","-43,22513"
110 - Clovis Alvim Destino Hospital Carlos Chagas,680,"R. Armindo Costa Lage, 282 ","-19,62947","-43,22387"
110 - Clovis Alvim Destino Hospital Carlos Chagas,684,"R. José Isidoro, 263","-19,62919","-43,22293"
110 - Clovis Alvim Destino Hospital Carlos Chagas,686,"R. José Isidoro, 147","-19,62857","-43,22201"
110 - Clovis Alvim Destino Hospital Carlos Chagas,1,Av. Carlos De Paula Andrade - Prefeitura,"-19,62491","-43,22139"
110 - Clovis Alvim Destino Hospital Carlos Chagas,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
110 - Clovis Alvim Destino Hospital Carlos Chagas,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
110 - Clovis Alvim Destino Hospital Carlos Chagas,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
110 - Clovis Alvim Destino Hospital Carlos Chagas,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
110 - Clovis Alvim Destino Hospital Carlos Chagas,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
110 - Clovis Alvim Destino Hospital Carlos Chagas,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
110 - Clovis Alvim Destino Hospital Carlos Chagas,15,"Av. Cauê, 597","-19,61226","-43,22201"
110 - Clovis Alvim Destino Hospital Carlos Chagas,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
110 - Clovis Alvim Destino Hospital Carlos Chagas,143,R. Chácara Fernando Jardim - HCC,"-19,61971","-43,22164"
110.2,573,"R. José Evangelista Lage, 56","-19,64422","-43,22752"
110.2,572,"R. Francisco José Da Silva, 17","-19,64316","-43,22869"
110.2,629,"Av. Brasil, 1080","-19,64285","-43,22879"
110.2,632,"Av. Brasil, 1062","-19,64231","-43,22783"
110.2,634,"R. Mato Grosso, 860","-19,64113","-43,22831"
110.2,635,"R. Mato Grosso, 1070","-19,6391","-43,22909"
110.2,637,"R. Santa Catarina, 559","-19,63825","-43,22938"
110.2,640,"R. Prof. Maria Antônieta Betônico, 60","-19,63822","-43,22777"
110.2,642,"R. Prof. Maria Antônieta Betônico, 304","-19,63995","-43,22702"
110.2,643,"R. Dr. Juvenil Duarte Braga, 441","-19,63993","-43,22645"
110.2,646,"R. Rita Neves, 324","-19,638","-43,22569"
110.2,647,"R. Rita Neves, 55","-19,63629","-43,22452"
110.2,649,"R. José Gregório Da Cruz, 246","-19,63618","-43,2242"
110.2,222,"R. José Gregório Da Cruz, 420","-19,63781","-43,22308"
110.2,273,"R. Pref. Virgilino Quintão, 1160","-19,63745","-43,22286"
110.2,279,"R. Pref. Virgilino Quintão, 792","-19,63553","-43,22318"
110.2,277,"R. Pref. Virgilino Quintão, 577","-19,63479","-43,2249"
110.2,70,"Av. Ipiranga, 55","-19,63302","-43,22556"
110.2,683,"R. Presidente Costa e Silva, 80","-19,63092","-43,22513"
110.2,680,"R. Armindo Costa Lage, 282 ","-19,62947","-43,22387"
110.2,684,"R. José Isidoro, 263","-19,62919","-43,22293"
110.2,686,"R. José Isidoro, 147","-19,62857","-43,22201"
110.2,1,Av. Carlos De Paula Andrade - Prefeitura,"-19,62491","-43,22139"
110.2,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
110.2,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
110.2,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
110.2,77,Av. João Soares Da Silva - HNSD,"-19,61641","-43,22831"
110.2,179,"R. Dona Zezeca, S/N","-19,61716","-43,22718"
110.2,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
110.2,5,"Av. Carlos Drumond De Andrade, 350","-19,61986","-43,22456"
050 - Santa Marta,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
050 - Santa Marta,16,"Av. Cauê, 598","-19,6121","-43,22194"
050 - Santa Marta,80,"Av. João Soares Da Silva, 1322","-19,611837","-43,22309"
050 - Santa Marta,79,"Av. João Soares Da Silva, 1034","-19,611944","-43,228151"
050 - Santa Marta,82,"Av. João Soares Da Silva, 354","-19,61537","-43,22727"
050 - Santa Marta,179,"R. Dona Zezeca, S/N","-19,61716","-43,22718"
050 - Santa Marta,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
050 - Santa Marta,5,"Av. Carlos Drumond De Andrade, 350","-19,61986","-43,22456"
050 - Santa Marta,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
050 - Santa Marta,76,"Av. João Pinheiro, 707","-19,62456","-43,22491"
050 - Santa Marta,74,"Av. João Pinheiro, 454","-19,62584","-43,2274"
050 - Santa Marta,71,"Av. João Pinheiro, 105","-19,62705","-43,22976"
050 - Santa Marta,234,"R. Juca Machado, 90","-19,62797","-43,23079"
050 - Santa Marta,233,"R. Juca Machado, 9","-19,63017","-43,2299"
050 - Santa Marta,95,"Av. Mauro Ribeiro Lage, 548","-19,63136","-43,23161"
050 - Santa Marta,96,"Av. Mauro Ribeiro Lage, 776","-19,632759","-43,231941"
050 - Santa Marta,98,"Av. Mauro Ribeiro Lage, 894","-19,63404","-43,23198"
050 - Santa Marta,99,"Av. Mauro Ribeiro Lage, S/N","-19,63529","-43,23194"
050 - Santa Marta,333,"R. Vereador Nenego Prisco, 392","-19,63808","-43,23267"
050 - Santa Marta,65,"Av. Ipiranga, 139","-19,63948","-43,23367"
050 - Santa Marta,160,"R. Daniel Jardim de Grisólia, 192","-19,64075","-43,23646"
050 - Santa Marta,162,"R. Daniel Jardim de Grisólia, 430","-19,64224","-43,23824"
050 - Santa Marta,191,"R. Gameleira, 150","-19,6454","-43,23876"
050 - Santa Marta,194,"R. Gameleira, 470","-19,64821","-43,23779"
050 - Santa Marta,195,"R. Gameleira, 496","-19,64904","-43,23743"
050 - Santa Marta,499,"R. Humberto Campos, 632","-19,65146","-43,23597"
050 - Santa Marta,496,R. Humberto Campos - Praça João XXIII,"-19,65346","-43,23386"
050 - Santa Marta,500,"R. Humberto Campos, 464","-19,65452","-43,23272"
050 - Santa Marta,212,"R. Humberto Campos, 712","-19,6553","-43,23136"
050 - Santa Marta,512,"R. José Luiz Gonzaga, 734","-19,66045","-43,23001"
050 - Santa Marta,514,"R. José Luiz Gonzaga, 982","-19,66166","-43,22774"
050 - Santa Marta,516,"R. José Luiz Gonzaga, 1148","-19,66261","-43,22674"
050 - Santa Marta,518,"R. A, 85","-19,66287","-43,22584"
050 - Santa Marta,521,"R. José João Bernadino, S/N","-19,66169","-43,22562"
050 - Santa Marta,523,"R. José João Bernadino, 501","-19,6608","-43,22661"
050 - Santa Marta,524,"R. Três, 60","-19,66019","-43,22707"
050 - Santa Marta,526,"R. Três, 180","-19,65985","-43,22586"
050 - Santa Marta,528,"R. Três, 756","-19,65938","-43,22466"
050 - Santa Marta,531,"R. Guilhermina Duarte Lage, 305","-19,65825","-43,22459"
050 - Santa Marta,533,"R. Guilhermina Duarte Lage, 183","-19,6573","-43,22549"
050 - Santa Marta,535,"R. Vicente Martins Do Couto, 110","-19,65739","-43,22729"
050 - Santa Marta,536,"R. Vicente Martins Do Couto, 220","-19,65816","-43,227"
050 - Santa Marta,538,"R. Cem, 30","-19,65888","-43,22722"
050 - Santa Marta,540,"R. Um, 74","-19,65954","-43,22731"
050 - Santa Marta,510,"R. Quatrocentos, 389","-19,65883","-43,22879"
050 - Santa Marta,508,"R. Quatrocentos, 223","-19,65776","-43,22854"
050 - Santa Marta,507,R. Quatrocentos - PSF,"-19,65722","-43,22952"
050 - Santa Marta,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
050 - Santa Marta,501,"R. Humberto Campos, 352","-19,65433","-43,23279"
050 - Santa Marta,497,"R. Humberto Campos, 605","-19,65292","-43,23421"
050 - Santa Marta,498,"R. Humberto Campos, 411","-19,65182","-43,23542"
050 - Santa Marta,196,"R. Gameleira, 561","-19,64922","-43,23718"
050 - Santa Marta,193,"R. Gameleira, 397","-19,64761","-43,23794"
050 - Santa Marta,192,"R. Gameleira, 153","-19,64533","-43,23861"
050 - Santa Marta,163,"R. Daniel Jardim de Grisólia, 431","-19,64223","-43,2381"
050 - Santa Marta,161,"R. Daniel Jardim de Grisólia, 225","-19,64097","-43,23673"
050 - Santa Marta,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
050 - Santa Marta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
050 - Santa Marta,655,"R. Mármore, 298","-19,63689","-43,23383"
050 - Santa Marta,97,"Av. Mauro Ribeiro Lage, 776 1","-19,6334","-43,23177"
050 - Santa Marta,94,"Av. Mauro Ribeiro Lage, 4613","-19,63141","-43,23142"
050 - Santa Marta,232,"R. Juca Machado, 12","-19,63016","-43,22968"
050 - Santa Marta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
050 - Santa Marta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
050 - Santa Marta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
050 - Santa Marta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
050 - Santa Marta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
050 - Santa Marta,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
050 - Santa Marta,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
050 - Santa Marta,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
050 - Santa Marta,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
050 - Santa Marta,15,"Av. Cauê, 597","-19,61226","-43,22201"
050 - Santa Marta,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
050 - Santa Marta,143,R. Chácara Fernando Jardim - HCC,"-19,61971","-43,22164"
050.2,143,R. Chácara Fernando Jardim - HCC,"-19,61971","-43,22164"
050.2,16,"Av. Cauê, 598","-19,6121","-43,22194"
050.2,80,"Av. João Soares Da Silva, 1322","-19,611837","-43,22309"
050.2,79,"Av. João Soares Da Silva, 1034","-19,611944","-43,228151"
050.2,82,"Av. João Soares Da Silva, 354","-19,61537","-43,22727"
050.2,179,"R. Dona Zezeca, S/N","-19,61716","-43,22718"
050.2,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
050.2,5,"Av. Carlos Drumond De Andrade, 350","-19,61986","-43,22456"
050.2,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
050.2,76,"Av. João Pinheiro, 707","-19,62456","-43,22491"
050.2,74,"Av. João Pinheiro, 454","-19,62584","-43,2274"
050.2,71,"Av. João Pinheiro, 105","-19,62705","-43,22976"
050.2,234,"R. Juca Machado, 90","-19,62797","-43,23079"
050.2,151,"R. Cornélio Pena, 47","-19,62997","-43,23069"
050.2,86,"Av. Madalena Pereira Dos Santos, 80","-19,63047","-43,2318"
050.2,84,"Av. Madalena Pereira Dos Santos, 220","-19,63159","-43,23291"
050.2,215,"R. Israel Pinheiro, S/N","-19,63166","-43,23463"
050.2,213,"R. Israel Pinheiro, 630","-19,63391","-43,23586"
050.2,330,"R. Topázio, 100","-19,6345","-43,2365"
050.2,126,MG 129 - FUNCESI,"-19,63553","-43,24013"
050.2,655,"R. Mármore, 298","-19,63689","-43,23383"
050.2,333,"R. Vereador Nenego Prisco, 392","-19,63808","-43,23267"
050.2,65,"Av. Ipiranga, 139","-19,63948","-43,23367"
050.2,160,"R. Daniel Jardim de Grisólia, 192","-19,64075","-43,23646"
050.2,162,"R. Daniel Jardim de Grisólia, 430","-19,64224","-43,23824"
050.2,191,"R. Gameleira, 150","-19,6454","-43,23876"
050.2,194,"R. Gameleira, 470","-19,64821","-43,23779"
050.2,195,"R. Gameleira, 496","-19,64904","-43,23743"
050.2,499,"R. Humberto Campos, 632","-19,65146","-43,23597"
050.2,496,R. Humberto Campos - Praça João XXIII,"-19,65346","-43,23386"
050.2,500,"R. Humberto Campos, 464","-19,65452","-43,23272"
050.2,212,"R. Humberto Campos, 712","-19,6553","-43,23136"
050.2,512,"R. José Luiz Gonzaga, 734","-19,66045","-43,23001"
050.2,514,"R. José Luiz Gonzaga, 982","-19,66166","-43,22774"
050.2,516,"R. José Luiz Gonzaga, 1148","-19,66261","-43,22674"
050.2,518,"R. A, 85","-19,66287","-43,22584"
050.2,521,"R. José João Bernadino, S/N","-19,66169","-43,22562"
050.2,523,"R. José João Bernadino, 501","-19,6608","-43,22661"
050.2,524,"R. Três, 60","-19,66019","-43,22707"
050.2,526,"R. Três, 180","-19,65985","-43,22586"
050.2,528,"R. Três, 756","-19,65938","-43,22466"
050.2,531,"R. Guilhermina Duarte Lage, 305","-19,65825","-43,22459"
050.2,533,"R. Guilhermina Duarte Lage, 183","-19,6573","-43,22549"
050.2,535,"R. Vicente Martins Do Couto, 110","-19,65739","-43,22729"
050.2,536,"R. Vicente Martins Do Couto, 220","-19,65816","-43,227"
050.2,538,"R. Cem, 30","-19,65888","-43,22722"
050.2,540,"R. Um, 74","-19,65954","-43,22731"
050.2,510,"R. Quatrocentos, 389","-19,65883","-43,22879"
050.2,508,"R. Quatrocentos, 223","-19,65776","-43,22854"
050.2,507,R. Quatrocentos - PSF,"-19,65722","-43,22952"
050.2,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
050.2,501,"R. Humberto Campos, 352","-19,65433","-43,23279"
050.2,497,"R. Humberto Campos, 605","-19,65292","-43,23421"
050.2,498,"R. Humberto Campos, 411","-19,65182","-43,23542"
050.2,196,"R. Gameleira, 561","-19,64922","-43,23718"
050.2,193,"R. Gameleira, 397","-19,64761","-43,23794"
050.2,192,"R. Gameleira, 153","-19,64533","-43,23861"
050.2,163,"R. Daniel Jardim de Grisólia, 431","-19,64223","-43,2381"
050.2,161,"R. Daniel Jardim de Grisólia, 225","-19,64097","-43,23673"
050.2,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
050.2,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
050.2,655,"R. Mármore, 298","-19,63689","-43,23383"
050.2,97,"Av. Mauro Ribeiro Lage, 776 1","-19,6334","-43,23177"
050.2,94,"Av. Mauro Ribeiro Lage, 4613","-19,63141","-43,23142"
050.2,232,"R. Juca Machado, 12","-19,63016","-43,22968"
050.2,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
050.2,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
050.2,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
050.2,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
050.2,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
050.2,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
050.2,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
050.2,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
050.2,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
050.2,15,"Av. Cauê, 597","-19,61226","-43,22201"
050.2,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
050.2,143,R. Chácara Fernando Jardim - HCC,"-19,61971","-43,22164"
050.3 - ida - Destino Santa Marta,16,"Av. Cauê, 598","-19,6121","-43,22194"
050.3 - ida - Destino Santa Marta,80,"Av. João Soares Da Silva, 1322","-19,611837","-43,22309"
050.3 - ida - Destino Santa Marta,79,"Av. João Soares Da Silva, 1034","-19,611944","-43,228151"
050.3 - ida - Destino Santa Marta,82,"Av. João Soares Da Silva, 354","-19,61537","-43,22727"
050.3 - ida - Destino Santa Marta,179,"R. Dona Zezeca, S/N","-19,61716","-43,22718"
050.3 - ida - Destino Santa Marta,9,"Av. Carlos Drumond De Andrade, S/N","-19,61794","-43,22584"
050.3 - ida - Destino Santa Marta,4,Av. Carlos Drumond De Andrade - Terminal,"-19,62074","-43,22401"
050.3 - ida - Destino Santa Marta,1,Av. Carlos De Paula Andrade - Prefeitura,"-19,62491","-43,22139"
050.3 - ida - Destino Santa Marta,76,"Av. João Pinheiro, 707","-19,62456","-43,22491"
050.3 - ida - Destino Santa Marta,74,"Av. João Pinheiro, 454","-19,62584","-43,2274"
050.3 - ida - Destino Santa Marta,71,"Av. João Pinheiro, 105","-19,62705","-43,22976"
050.3 - ida - Destino Santa Marta,234,"R. Juca Machado, 90","-19,62797","-43,23079"
050.3 - ida - Destino Santa Marta,233,"R. Juca Machado, 9","-19,63017","-43,2299"
050.3 - ida - Destino Santa Marta,95,"Av. Mauro Ribeiro Lage, 548","-19,63136","-43,23161"
050.3 - ida - Destino Santa Marta,96,"Av. Mauro Ribeiro Lage, 776","-19,632759","-43,231941"
050.3 - ida - Destino Santa Marta,98,"Av. Mauro Ribeiro Lage, 894","-19,63404","-43,23198"
