Linha,Código do PED,Endereço,Latitude,Longitude
070 – Volta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070 – Volta,330,"R. Topázio, 100","-19,6345","-43,2365"
070 – Volta,235,R. Júpiter,"-19,63019","-43,23655"
070 – Volta,246,"R. Minerva, 93","-19,63","-43,23528"
070 – Volta,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070 – Volta,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070 – Volta,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070 – Volta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070 – Volta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070 – Volta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070 – Volta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070 – Volta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070 – Volta,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
070 – Volta,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
070 – Volta,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
070 – Volta,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
070 – Volta,15,"Av. Cauê, 597","-19,61226","-43,22201"
070 – Volta,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
070 – Volta,127,Praça Do Campestre,"-19,61416","-43,22082"
070.2 – Volta,216,R. Joaquim Costa,"-19,68856","-43,22625"
070.2 – Volta,218,"R. Joaquim Costa, 180","-19,68732","-43,22651"
070.2 – Volta,220,"R. Joaquim Costa, 4","-19,686","-43,22575"
070.2 – Volta,309,R. Seis,"-19,68513","-43,22476"
070.2 – Volta,1047,"R. Três, 80","-19,6851572","-43,2242864"
070.2 – Volta,1045,R. Quatro. 3,"-19,6855209","-43,2237768"
070.2 – Volta,1043,R. Quatro. 1,"-19,685935","-43,222661"
070.2 – Volta,1042,Baixada Grande. 6,"-19,686324","-43,2202202"
070.2 – Volta,1039,Baixada Grande. 3,"-19,6872735","-43,2195282"
070.2 – Volta,1038,Baixada Grande. 2 ,"-19,6873089","-43,2177472"
070.2 – Volta,144,R. Columbita,"-19,68831","-43,21565"
070.2 – Volta,147,R. Columbita 3,"-19,6856","-43,21453"
070.2 – Volta,149,"R. Columbita, 481","-19,68212","-43,21262"
070.2 – Volta,56,"Av. Hematita, 1275","-19,68104","-43,21314"
070.2 – Volta,62,"Av. Hematita, 525","-19,68244","-43,21752"
070.2 – Volta,64,"Av. Hematita, 731","-19,68333","-43,21899"
070.2 – Volta,59,"Av. Hematita, 335","-19,68327","-43,22278"
070.2 – Volta,57,"Av. Hematita, 129","-19,68208","-43,22311"
070.2 – Volta,204,R. Humberto Campos,"-19,67984","-43,22334"
070.2 – Volta,297,R. Quatro,"-19,67187","-43,21714"
070.2 – Volta,122,Campus UNIFEI,"-19,67386","-43,21307"
070.2 – Volta,205,R. Humberto Campos 1,"-19,67568","-43,22186"
070.2 – Volta,206,R. Humberto Campos 2,"-19,67233","-43,22143"
070.2 – Volta,226,"R. José João Bernadino, S/N 1","-19,6677","-43,22306"
070.2 – Volta,224,R. José João Bernadino 1,"-19,6684","-43,22516"
070.2 – Volta,121,"Av. Vinte, 699","-19,66694","-43,22659"
070.2 – Volta,115,"Av. Vinte, 425","-19,66586","-43,22825"
070.2 – Volta,113,"Av. Vinte, 145","-19,66413","-43,22978"
070.2 – Volta,119,"Av. Vinte, 637","-19,66312","-43,23025"
070.2 – Volta,118,"Av. Vinte, 445","-19,66113","-43,23118"
070.2 – Volta,257,"R. Oito, 145","-19,66041","-43,23025"
070.2 – Volta,171,"R. Dez, 285","-19,65937","-43,23114"
070.2 – Volta,169,"R. Dez, 165","-19,65842","-43,23151"
070.2 – Volta,173,"R. Dez, 31","-19,65742","-43,23196"
070.2 – Volta,298,"R. Quinze, 141","-19,65638","-43,23164"
070.2 – Volta,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
070.2 – Volta,202,"R. H, 105","-19,65393","-43,23218"
070.2 – Volta,135,"R. Afonso Arinos, 523","-19,65252","-43,23221"
070.2 – Volta,547,"R. São Mateus, 103","-19,65159","-43,23306"
070.2 – Volta,548,R. São Mateus,"-19,65083","-43,2328"
070.2 – Volta,550,"R. Afonso Pena, 435","-19,65048","-43,23167"
070.2 – Volta,552,"R. Olávo Bilac, 234","-19,65021","-43,23083"
070.2 – Volta,554,"R. Castro Alves, 694","-19,65121","-43,22985"
070.2 – Volta,556,"R. Casemiro De Abreu, 54","-19,6509","-43,2294"
070.2 – Volta,557,"R. Casemiro De Abreu, 196","-19,6498","-43,22993"
070.2 – Volta,561,"R. Coelho Neto, 31","-19,64879","-43,2295"
070.2 – Volta,562,"R. José De Alencar, 409","-19,64844","-43,22933"
070.2 – Volta,564,"R. José De Alencar, 307","-19,64769","-43,22974"
070.2 – Volta,567,"Av. Fábio Pires, 121","-19,64537","-43,2311"
070.2 – Volta,570,"R. Madre Maria De Jesus, 282","-19,64427","-43,23049"
070.2 – Volta,571,"R. Madre Maria De Jesus, 2","-19,64339","-43,2288"
070.2 – Volta,575,"Av. Brasil, 586","-19,64299","-43,23059"
070.2 – Volta,576,"Av. Brasil, 440","-19,64243","-43,23145"
070.2 – Volta,578,"Av. Brasil, 593","-19,64153","-43,23264"
070.2 – Volta,580,Av. Brasil - Praça Rotary,"-19,64061","-43,23384"
070.2 – Volta,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
070.2 – Volta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070.2 – Volta,330,"R. Topázio, 100","-19,6345","-43,2365"
070.2 – Volta,235,R. Júpiter,"-19,63019","-43,23655"
070.2 – Volta,246,"R. Minerva, 93","-19,63","-43,23528"
070.2 – Volta,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070.2 – Volta,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070.2 – Volta,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070.2 – Volta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070.2 – Volta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070.2 – Volta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070.2 – Volta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070.2 – Volta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070.2 – Volta,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
070.2 – Volta,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
070.2 – Volta,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
070.2 – Volta,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
070.2 – Volta,15,"Av. Cauê, 597","-19,61226","-43,22201"
070.2 – Volta,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
070.2 – Volta,127,Praça Do Campestre,"-19,61416","-43,22082"
070.3 – Volta,216,R. Joaquim Costa,"-19,68856","-43,22625"
070.3 – Volta,218,"R. Joaquim Costa, 180","-19,68732","-43,22651"
070.3 – Volta,220,"R. Joaquim Costa, 4","-19,686","-43,22575"
070.3 – Volta,309,R. Seis,"-19,68513","-43,22476"
070.3 – Volta,1047,"R. Três, 80","-19,6851572","-43,2242864"
070.3 – Volta,1045,R. Quatro. 3,"-19,6855209","-43,2237768"
070.3 – Volta,1043,R. Quatro. 1,"-19,685935","-43,222661"
070.3 – Volta,1042,Baixada Grande. 6,"-19,686324","-43,2202202"
070.3 – Volta,1039,Baixada Grande. 3,"-19,6872735","-43,2195282"
070.3 – Volta,1038,Baixada Grande. 2 ,"-19,6873089","-43,2177472"
070.3 – Volta,144,R. Columbita,"-19,68831","-43,21565"
070.3 – Volta,147,R. Columbita 3,"-19,6856","-43,21453"
070.3 – Volta,149,"R. Columbita, 481","-19,68212","-43,21262"
070.3 – Volta,56,"Av. Hematita, 1275","-19,68104","-43,21314"
070.3 – Volta,62,"Av. Hematita, 525","-19,68244","-43,21752"
070.3 – Volta,64,"Av. Hematita, 731","-19,68333","-43,21899"
070.3 – Volta,59,"Av. Hematita, 335","-19,68327","-43,22278"
070.3 – Volta,57,"Av. Hematita, 129","-19,68208","-43,22311"
070.3 – Volta,204,R. Humberto Campos,"-19,67984","-43,22334"
070.3 – Volta,205,R. Humberto Campos 1,"-19,67568","-43,22186"
070.3 – Volta,206,R. Humberto Campos 2,"-19,67233","-43,22143"
070.3 – Volta,226,"R. José João Bernadino, S/N 1","-19,6677","-43,22306"
070.3 – Volta,224,R. José João Bernadino 1,"-19,6684","-43,22516"
070.3 – Volta,121,"Av. Vinte, 699","-19,66694","-43,22659"
070.3 – Volta,115,"Av. Vinte, 425","-19,66586","-43,22825"
070.3 – Volta,113,"Av. Vinte, 145","-19,66413","-43,22978"
070.3 – Volta,119,"Av. Vinte, 637","-19,66312","-43,23025"
070.3 – Volta,118,"Av. Vinte, 445","-19,66113","-43,23118"
070.3 – Volta,257,"R. Oito, 145","-19,66041","-43,23025"
070.3 – Volta,171,"R. Dez, 285","-19,65937","-43,23114"
070.3 – Volta,169,"R. Dez, 165","-19,65842","-43,23151"
070.3 – Volta,173,"R. Dez, 31","-19,65742","-43,23196"
070.3 – Volta,298,"R. Quinze, 141","-19,65638","-43,23164"
070.3 – Volta,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
070.3 – Volta,202,"R. H, 105","-19,65393","-43,23218"
070.3 – Volta,135,"R. Afonso Arinos, 523","-19,65252","-43,23221"
070.3 – Volta,547,"R. São Mateus, 103","-19,65159","-43,23306"
070.3 – Volta,548,R. São Mateus,"-19,65083","-43,2328"
070.3 – Volta,550,"R. Afonso Pena, 435","-19,65048","-43,23167"
070.3 – Volta,552,"R. Olávo Bilac, 234","-19,65021","-43,23083"
070.3 – Volta,554,"R. Castro Alves, 694","-19,65121","-43,22985"
070.3 – Volta,556,"R. Casemiro De Abreu, 54","-19,6509","-43,2294"
070.3 – Volta,557,"R. Casemiro De Abreu, 196","-19,6498","-43,22993"
070.3 – Volta,561,"R. Coelho Neto, 31","-19,64879","-43,2295"
070.3 – Volta,562,"R. José De Alencar, 409","-19,64844","-43,22933"
070.3 – Volta,564,"R. José De Alencar, 307","-19,64769","-43,22974"
070.3 – Volta,567,"Av. Fábio Pires, 121","-19,64537","-43,2311"
070.3 – Volta,570,"R. Madre Maria De Jesus, 282","-19,64427","-43,23049"
070.3 – Volta,571,"R. Madre Maria De Jesus, 2","-19,64339","-43,2288"
070.3 – Volta,575,"Av. Brasil, 586","-19,64299","-43,23059"
070.3 – Volta,576,"Av. Brasil, 440","-19,64243","-43,23145"
070.3 – Volta,578,"Av. Brasil, 593","-19,64153","-43,23264"
070.3 – Volta,580,Av. Brasil - Praça Rotary,"-19,64061","-43,23384"
070.3 – Volta,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
070.3 – Volta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070.3 – Volta,330,"R. Topázio, 100","-19,6345","-43,2365"
070.3 – Volta,235,R. Júpiter,"-19,63019","-43,23655"
070.3 – Volta,246,"R. Minerva, 93","-19,63","-43,23528"
070.3 – Volta,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070.3 – Volta,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070.3 – Volta,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070.3 – Volta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070.3 – Volta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070.3 – Volta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070.3 – Volta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070.3 – Volta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070.5 - Volta,216,R. Joaquim Costa,"-19,68856","-43,22625"
070.5 - Volta,218,"R. Joaquim Costa, 180","-19,68732","-43,22651"
070.5 - Volta,220,"R. Joaquim Costa, 4","-19,686","-43,22575"
070.5 - Volta,309,R. Seis,"-19,68513","-43,22476"
070.5 - Volta,1047,"R. Três, 80","-19,6851572","-43,2242864"
070.5 - Volta,1045,R. Quatro. 3,"-19,6855209","-43,2237768"
070.5 - Volta,1043,R. Quatro. 1,"-19,685935","-43,222661"
070.5 - Volta,1042,Baixada Grande. 6,"-19,686324","-43,2202202"
070.5 - Volta,1039,Baixada Grande. 3,"-19,6872735","-43,2195282"
070.5 - Volta,1038,Baixada Grande. 2 ,"-19,6873089","-43,2177472"
070.5 - Volta,144,R. Columbita,"-19,68831","-43,21565"
070.5 - Volta,147,R. Columbita 3,"-19,6856","-43,21453"
070.5 - Volta,149,"R. Columbita, 481","-19,68212","-43,21262"
070.5 - Volta,56,"Av. Hematita, 1275","-19,68104","-43,21314"
070.5 - Volta,62,"Av. Hematita, 525","-19,68244","-43,21752"
070.5 - Volta,64,"Av. Hematita, 731","-19,68333","-43,21899"
070.5 - Volta,59,"Av. Hematita, 335","-19,68327","-43,22278"
070.5 - Volta,57,"Av. Hematita, 129","-19,68208","-43,22311"
070.5 - Volta,204,R. Humberto Campos,"-19,67984","-43,22334"
070.5 - Volta,205,R. Humberto Campos 1,"-19,67568","-43,22186"
070.5 - Volta,206,R. Humberto Campos 2,"-19,67233","-43,22143"
070.5 - Volta,226,"R. José João Bernadino, S/N 1","-19,6677","-43,22306"
070.5 - Volta,224,R. José João Bernadino 1,"-19,6684","-43,22516"
070.5 - Volta,121,"Av. Vinte, 699","-19,66694","-43,22659"
070.5 - Volta,115,"Av. Vinte, 425","-19,66586","-43,22825"
070.5 - Volta,113,"Av. Vinte, 145","-19,66413","-43,22978"
070.5 - Volta,119,"Av. Vinte, 637","-19,66312","-43,23025"
070.5 - Volta,118,"Av. Vinte, 445","-19,66113","-43,23118"
070.5 - Volta,257,"R. Oito, 145","-19,66041","-43,23025"
070.5 - Volta,171,"R. Dez, 285","-19,65937","-43,23114"
070.5 - Volta,169,"R. Dez, 165","-19,65842","-43,23151"
070.5 - Volta,173,"R. Dez, 31","-19,65742","-43,23196"
070.5 - Volta,298,"R. Quinze, 141","-19,65638","-43,23164"
070.5 - Volta,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
070.5 - Volta,202,"R. H, 105","-19,65393","-43,23218"
070.5 - Volta,135,"R. Afonso Arinos, 523","-19,65252","-43,23221"
070.5 - Volta,547,"R. São Mateus, 103","-19,65159","-43,23306"
070.5 - Volta,548,R. São Mateus,"-19,65083","-43,2328"
070.5 - Volta,550,"R. Afonso Pena, 435","-19,65048","-43,23167"
070.5 - Volta,552,"R. Olávo Bilac, 234","-19,65021","-43,23083"
070.5 - Volta,554,"R. Castro Alves, 694","-19,65121","-43,22985"
070.5 - Volta,556,"R. Casemiro De Abreu, 54","-19,6509","-43,2294"
070.5 - Volta,557,"R. Casemiro De Abreu, 196","-19,6498","-43,22993"
070.5 - Volta,561,"R. Coelho Neto, 31","-19,64879","-43,2295"
070.5 - Volta,562,"R. José De Alencar, 409","-19,64844","-43,22933"
070.5 - Volta,564,"R. José De Alencar, 307","-19,64769","-43,22974"
070.5 - Volta,567,"Av. Fábio Pires, 121","-19,64537","-43,2311"
070.5 - Volta,570,"R. Madre Maria De Jesus, 282","-19,64427","-43,23049"
070.5 - Volta,571,"R. Madre Maria De Jesus, 2","-19,64339","-43,2288"
070.5 - Volta,575,"Av. Brasil, 586","-19,64299","-43,23059"
070.5 - Volta,576,"Av. Brasil, 440","-19,64243","-43,23145"
070.5 - Volta,578,"Av. Brasil, 593","-19,64153","-43,23264"
070.5 - Volta,580,Av. Brasil - Praça Rotary,"-19,64061","-43,23384"
070.5 - Volta,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
070.5 - Volta,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070.5 - Volta,330,"R. Topázio, 100","-19,6345","-43,2365"
070.5 - Volta,235,R. Júpiter,"-19,63019","-43,23655"
070.5 - Volta,246,"R. Minerva, 93","-19,63","-43,23528"
070.5 - Volta,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070.5 - Volta,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070.5 - Volta,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070.5 - Volta,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070.5 - Volta,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070.5 - Volta,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070.5 - Volta,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070.5 - Volta,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070.7 – Volta ,216,R. Joaquim Costa,"-19,68856","-43,22625"
070.7 – Volta ,218,"R. Joaquim Costa, 180","-19,68732","-43,22651"
070.7 – Volta ,220,"R. Joaquim Costa, 4","-19,686","-43,22575"
070.7 – Volta ,309,R. Seis,"-19,68513","-43,22476"
070.7 – Volta ,1047,"R. Três, 80","-19,6851572","-43,2242864"
070.7 – Volta ,1045,R. Quatro. 3,"-19,6855209","-43,2237768"
070.7 – Volta ,1043,R. Quatro. 1,"-19,685935","-43,222661"
070.7 – Volta ,1042,Baixada Grande. 6,"-19,686324","-43,2202202"
070.7 – Volta ,1039,Baixada Grande. 3,"-19,6872735","-43,2195282"
070.7 – Volta ,1038,Baixada Grande. 2 ,"-19,6873089","-43,2177472"
070.7 – Volta ,144,R. Columbita,"-19,68831","-43,21565"
070.7 – Volta ,147,R. Columbita 3,"-19,6856","-43,21453"
070.7 – Volta ,149,"R. Columbita, 481","-19,68212","-43,21262"
070.7 – Volta ,56,"Av. Hematita, 1275","-19,68104","-43,21314"
070.7 – Volta ,62,"Av. Hematita, 525","-19,68244","-43,21752"
070.7 – Volta ,64,"Av. Hematita, 731","-19,68333","-43,21899"
070.7 – Volta ,59,"Av. Hematita, 335","-19,68327","-43,22278"
070.7 – Volta ,57,"Av. Hematita, 129","-19,68208","-43,22311"
070.7 – Volta ,204,R. Humberto Campos,"-19,67984","-43,22334"
070.7 – Volta ,297,R. Quatro,"-19,67187","-43,21714"
070.7 – Volta ,122,Campus UNIFEI,"-19,67386","-43,21307"
070.7 – Volta ,205,R. Humberto Campos 1,"-19,67568","-43,22186"
070.7 – Volta ,206,R. Humberto Campos 2,"-19,67233","-43,22143"
070.7 – Volta ,226,"R. José João Bernadino, S/N 1","-19,6677","-43,22306"
070.7 – Volta ,224,R. José João Bernadino 1,"-19,6684","-43,22516"
070.7 – Volta ,121,"Av. Vinte, 699","-19,66694","-43,22659"
070.7 – Volta ,115,"Av. Vinte, 425","-19,66586","-43,22825"
070.7 – Volta ,113,"Av. Vinte, 145","-19,66413","-43,22978"
070.7 – Volta ,119,"Av. Vinte, 637","-19,66312","-43,23025"
070.7 – Volta ,118,"Av. Vinte, 445","-19,66113","-43,23118"
070.7 – Volta ,257,"R. Oito, 145","-19,66041","-43,23025"
070.7 – Volta ,171,"R. Dez, 285","-19,65937","-43,23114"
070.7 – Volta ,169,"R. Dez, 165","-19,65842","-43,23151"
070.7 – Volta ,173,"R. Dez, 31","-19,65742","-43,23196"
070.7 – Volta ,298,"R. Quinze, 141","-19,65638","-43,23164"
070.7 – Volta ,211,"R. Humberto Campos, 27","-19,65512","-43,23142"
070.7 – Volta ,202,"R. H, 105","-19,65393","-43,23218"
070.7 – Volta ,135,"R. Afonso Arinos, 523","-19,65252","-43,23221"
070.7 – Volta ,547,"R. São Mateus, 103","-19,65159","-43,23306"
070.7 – Volta ,548,R. São Mateus,"-19,65083","-43,2328"
070.7 – Volta ,550,"R. Afonso Pena, 435","-19,65048","-43,23167"
070.7 – Volta ,552,"R. Olávo Bilac, 234","-19,65021","-43,23083"
070.7 – Volta ,554,"R. Castro Alves, 694","-19,65121","-43,22985"
070.7 – Volta ,556,"R. Casemiro De Abreu, 54","-19,6509","-43,2294"
070.7 – Volta ,557,"R. Casemiro De Abreu, 196","-19,6498","-43,22993"
070.7 – Volta ,561,"R. Coelho Neto, 31","-19,64879","-43,2295"
070.7 – Volta ,562,"R. José De Alencar, 409","-19,64844","-43,22933"
070.7 – Volta ,564,"R. José De Alencar, 307","-19,64769","-43,22974"
070.7 – Volta ,567,"Av. Fábio Pires, 121","-19,64537","-43,2311"
070.7 – Volta ,570,"R. Madre Maria De Jesus, 282","-19,64427","-43,23049"
070.7 – Volta ,571,"R. Madre Maria De Jesus, 2","-19,64339","-43,2288"
070.7 – Volta ,575,"Av. Brasil, 586","-19,64299","-43,23059"
070.7 – Volta ,576,"Av. Brasil, 440","-19,64243","-43,23145"
070.7 – Volta ,578,"Av. Brasil, 593","-19,64153","-43,23264"
070.7 – Volta ,580,Av. Brasil - Praça Rotary,"-19,64061","-43,23384"
070.7 – Volta ,108,"Av. Rio Doce, 119","-19,63916","-43,2364"
070.7 – Volta ,110,"Av. Rio Doce, 271","-19,63655","-43,23673"
070.7 – Volta ,330,"R. Topázio, 100","-19,6345","-43,2365"
070.7 – Volta ,235,R. Júpiter,"-19,63019","-43,23655"
070.7 – Volta ,246,"R. Minerva, 93","-19,63","-43,23528"
070.7 – Volta ,328,"R. Tenente Antônio Camilo, 30","-19,62855","-43,23337"
070.7 – Volta ,327,"R. Tenente Antônio Camilo, 180","-19,62935","-43,23216"
070.7 – Volta ,37,"Av. Duque De Caxias, 24","-19,63002","-43,23038"
070.7 – Volta ,73,"Av. João Pinheiro, 38","-19,62736","-43,23036"
070.7 – Volta ,72,"Av. João Pinheiro, 348","-19,62603","-43,2274"
070.7 – Volta ,75,"Av. João Pinheiro, 658","-19,62463","-43,22461"
070.7 – Volta ,7,"Av. Carlos Drumond De Andrade, 549","-19,621599","-43,223589"
070.7 – Volta ,6,"Av. Carlos Drumond De Andrade, 391","-19,61941","-43,22455"
070.7 – Volta ,8,"Av. Carlos Drumond De Andrade, 819","-19,61737","-43,226019"
070.7 – Volta ,81,"Av. João Soares Da Silva, 353","-19,61563","-43,22726"
070.7 – Volta ,83,"Av. João Soares Da Silva, 789","-19,61229","-43,22768"
070.7 – Volta ,78,Av. João Soares Da Silva - SENAI,"-19,61209","-43,22307"
070.7 – Volta ,15,"Av. Cauê, 597","-19,61226","-43,22201"
070.7 – Volta ,168,"R. Desembargador Drumond, 5","-19,61377","-43,22098"
070.7 – Volta ,127,Praça Do Campestre,"-19,61416","-43,22082"
